old_path,new_path,commit SHA,parent commit SHA,commit message,diff_hist,diff_myers,Discrepancy,Category
pom.xml,pom.xml,079a791287ddc761b80466896e7b3f2f3d29f275,c5f12d0f0ebe263517f4d541b73952e7f5b33467,[maven-release-plugin] prepare release timber-parent-2.1.0,"@@ -11,7 +11,7 @@
 
   <groupId>com.jakewharton.timber</groupId>
   <artifactId>timber-parent</artifactId>
-  <version>2.1.0-SNAPSHOT</version>
+  <version>2.1.0</version>
   <packaging>pom</packaging>
 
   <name>Timber (Parent)</name>
@@ -40,7 +40,7 @@
     <url>http://github.com/JakeWharton/timber/</url>
     <connection>scm:git:git://github.com/JakeWharton/timber.git</connection>
     <developerConnection>scm:git:ssh://git@github.com/JakeWharton/timber.git</developerConnection>
-    <tag>HEAD</tag>
+    <tag>timber-parent-2.1.0</tag>
   </scm>
 
   <issueManagement>","@@ -11,7 +11,7 @@
 
   <groupId>com.jakewharton.timber</groupId>
   <artifactId>timber-parent</artifactId>
-  <version>2.1.0-SNAPSHOT</version>
+  <version>2.1.0</version>
   <packaging>pom</packaging>
 
   <name>Timber (Parent)</name>
@@ -40,7 +40,7 @@
     <url>http://github.com/JakeWharton/timber/</url>
     <connection>scm:git:git://github.com/JakeWharton/timber.git</connection>
     <developerConnection>scm:git:ssh://git@github.com/JakeWharton/timber.git</developerConnection>
-    <tag>HEAD</tag>
+    <tag>timber-parent-2.1.0</tag>
   </scm>
 
   <issueManagement>",False,other
timber-sample/pom.xml,timber-sample/pom.xml,079a791287ddc761b80466896e7b3f2f3d29f275,c5f12d0f0ebe263517f4d541b73952e7f5b33467,[maven-release-plugin] prepare release timber-parent-2.1.0,"@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0-SNAPSHOT</version>
+    <version>2.1.0</version>
   </parent>
 
   <artifactId>timber-sample</artifactId>","@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0-SNAPSHOT</version>
+    <version>2.1.0</version>
   </parent>
 
   <artifactId>timber-sample</artifactId>",False,other
timber/pom.xml,timber/pom.xml,079a791287ddc761b80466896e7b3f2f3d29f275,c5f12d0f0ebe263517f4d541b73952e7f5b33467,[maven-release-plugin] prepare release timber-parent-2.1.0,"@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0-SNAPSHOT</version>
+    <version>2.1.0</version>
   </parent>
 
   <artifactId>timber</artifactId>","@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0-SNAPSHOT</version>
+    <version>2.1.0</version>
   </parent>
 
   <artifactId>timber</artifactId>",False,other
pom.xml,pom.xml,64515b60034e1573725a5b29bce4a5756eb89427,079a791287ddc761b80466896e7b3f2f3d29f275,[maven-release-plugin] prepare for next development iteration,"@@ -11,7 +11,7 @@
 
   <groupId>com.jakewharton.timber</groupId>
   <artifactId>timber-parent</artifactId>
-  <version>2.1.0</version>
+  <version>2.1.1-SNAPSHOT</version>
   <packaging>pom</packaging>
 
   <name>Timber (Parent)</name>
@@ -40,7 +40,7 @@
     <url>http://github.com/JakeWharton/timber/</url>
     <connection>scm:git:git://github.com/JakeWharton/timber.git</connection>
     <developerConnection>scm:git:ssh://git@github.com/JakeWharton/timber.git</developerConnection>
-    <tag>timber-parent-2.1.0</tag>
+    <tag>HEAD</tag>
   </scm>
 
   <issueManagement>","@@ -11,7 +11,7 @@
 
   <groupId>com.jakewharton.timber</groupId>
   <artifactId>timber-parent</artifactId>
-  <version>2.1.0</version>
+  <version>2.1.1-SNAPSHOT</version>
   <packaging>pom</packaging>
 
   <name>Timber (Parent)</name>
@@ -40,7 +40,7 @@
     <url>http://github.com/JakeWharton/timber/</url>
     <connection>scm:git:git://github.com/JakeWharton/timber.git</connection>
     <developerConnection>scm:git:ssh://git@github.com/JakeWharton/timber.git</developerConnection>
-    <tag>timber-parent-2.1.0</tag>
+    <tag>HEAD</tag>
   </scm>
 
   <issueManagement>",False,other
timber-sample/pom.xml,timber-sample/pom.xml,64515b60034e1573725a5b29bce4a5756eb89427,079a791287ddc761b80466896e7b3f2f3d29f275,[maven-release-plugin] prepare for next development iteration,"@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0</version>
+    <version>2.1.1-SNAPSHOT</version>
   </parent>
 
   <artifactId>timber-sample</artifactId>","@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0</version>
+    <version>2.1.1-SNAPSHOT</version>
   </parent>
 
   <artifactId>timber-sample</artifactId>",False,other
timber/pom.xml,timber/pom.xml,64515b60034e1573725a5b29bce4a5756eb89427,079a791287ddc761b80466896e7b3f2f3d29f275,[maven-release-plugin] prepare for next development iteration,"@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0</version>
+    <version>2.1.1-SNAPSHOT</version>
   </parent>
 
   <artifactId>timber</artifactId>","@@ -6,7 +6,7 @@
   <parent>
     <groupId>com.jakewharton.timber</groupId>
     <artifactId>timber-parent</artifactId>
-    <version>2.1.0</version>
+    <version>2.1.1-SNAPSHOT</version>
   </parent>
 
   <artifactId>timber</artifactId>",False,other
,deploy_javadoc.sh,4f86b24ddbe933036f569bd88c1c2bdaa40c9628,64515b60034e1573725a5b29bce4a5756eb89427,Add javadoc deploy script.,"@@ -0,0 +1,41 @@
+#!/bin/bash
+
+set -ex
+
+REPO=""git@github.com:JakeWharton/timber.git""
+GROUP_ID=""com.jakewharton.timber""
+ARTIFACT_ID=""timber""
+
+DIR=temp-clone
+
+# Delete any existing temporary website clone
+rm -rf $DIR
+
+# Clone the current repo into temp folder
+git clone $REPO $DIR
+
+# Move working directory into temp folder
+cd $DIR
+
+# Checkout and track the gh-pages branch
+git checkout -t origin/gh-pages
+
+# Delete everything
+rm -rf *
+
+# Download the latest javadoc
+curl -L ""http://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=$GROUP_ID&a=$ARTIFACT_ID&v=LATEST&c=javadoc"" > javadoc.zip
+unzip javadoc.zip
+rm javadoc.zip
+
+# Stage all files in git and create a commit
+git add .
+git add -u
+git commit -m ""Website at $(date)""
+
+# Push the new files up to GitHub
+git push origin gh-pages
+
+# Delete our temp folder
+cd ..
+rm -rf $DIR","@@ -0,0 +1,41 @@
+#!/bin/bash
+
+set -ex
+
+REPO=""git@github.com:JakeWharton/timber.git""
+GROUP_ID=""com.jakewharton.timber""
+ARTIFACT_ID=""timber""
+
+DIR=temp-clone
+
+# Delete any existing temporary website clone
+rm -rf $DIR
+
+# Clone the current repo into temp folder
+git clone $REPO $DIR
+
+# Move working directory into temp folder
+cd $DIR
+
+# Checkout and track the gh-pages branch
+git checkout -t origin/gh-pages
+
+# Delete everything
+rm -rf *
+
+# Download the latest javadoc
+curl -L ""http://repository.sonatype.org/service/local/artifact/maven/redirect?r=central-proxy&g=$GROUP_ID&a=$ARTIFACT_ID&v=LATEST&c=javadoc"" > javadoc.zip
+unzip javadoc.zip
+rm javadoc.zip
+
+# Stage all files in git and create a commit
+git add .
+git add -u
+git commit -m ""Website at $(date)""
+
+# Push the new files up to GitHub
+git push origin gh-pages
+
+# Delete our temp folder
+cd ..
+rm -rf $DIR",False,other
pom.xml,pom.xml,4a29a72e2196fa89ee59cd28e3d6766acf0f1a26,4f86b24ddbe933036f569bd88c1c2bdaa40c9628,"Implement Lint check

Will scan Java files for instances where Log.x is used rather than Timber.x
and presents them as warnings.","@@ -22,6 +22,7 @@
   <modules>
     <module>timber</module>
     <module>timber-sample</module>
+    <module>timber-lint</module>
   </modules>
 
   <properties>
@@ -34,6 +35,7 @@
     <junit.version>4.10</junit.version>
     <robolectric.version>2.2</robolectric.version>
     <fest.version>2.0M10</fest.version>
+    <lint.version>22.4.0</lint.version>
   </properties>
 
   <scm>
@@ -82,6 +84,11 @@
         <artifactId>fest-assert-core</artifactId>
         <version>${fest.version}</version>
       </dependency>
+      <dependency>
+        <groupId>com.android.tools.lint</groupId>
+        <artifactId>lint</artifactId>
+        <version>${lint.version}</version>
+      </dependency>
     </dependencies>
   </dependencyManagement>","@@ -22,6 +22,7 @@
   <modules>
     <module>timber</module>
     <module>timber-sample</module>
+    <module>timber-lint</module>
   </modules>
 
   <properties>
@@ -34,6 +35,7 @@
     <junit.version>4.10</junit.version>
     <robolectric.version>2.2</robolectric.version>
     <fest.version>2.0M10</fest.version>
+    <lint.version>22.4.0</lint.version>
   </properties>
 
   <scm>
@@ -82,6 +84,11 @@
         <artifactId>fest-assert-core</artifactId>
         <version>${fest.version}</version>
       </dependency>
+      <dependency>
+        <groupId>com.android.tools.lint</groupId>
+        <artifactId>lint</artifactId>
+        <version>${lint.version}</version>
+      </dependency>
     </dependencies>
   </dependencyManagement>",False,other
,timber-lint/pom.xml,4a29a72e2196fa89ee59cd28e3d6766acf0f1a26,4f86b24ddbe933036f569bd88c1c2bdaa40c9628,"Implement Lint check

Will scan Java files for instances where Log.x is used rather than Timber.x
and presents them as warnings.","@@ -0,0 +1,38 @@
+<?xml version=""1.0"" encoding=""UTF-8""?>
+
+<project xmlns=""http://maven.apache.org/POM/4.0.0""
+         xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
+         xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 http://maven.apache.org/maven-v4_0_0.xsd"">
+  <modelVersion>4.0.0</modelVersion>
+
+  <parent>
+    <groupId>com.jakewharton.timber</groupId>
+    <artifactId>timber-parent</artifactId>
+    <version>2.1.1-SNAPSHOT</version>
+  </parent>
+
+  <artifactId>timber-lint</artifactId>
+  <name>Timber Lint</name>
+
+  <dependencies>
+    <dependency>
+      <groupId>com.android.tools.lint</groupId>
+      <artifactId>lint</artifactId>
+      <scope>provided</scope>
+    </dependency>
+  </dependencies>
+
+  <build>
+    <plugins>
+      <plugin>
+        <groupId>org.apache.maven.plugins</groupId>
+        <artifactId>maven-jar-plugin</artifactId>
+        <configuration>
+          <archive>
+            <manifestFile>src/main/resources/META-INF/MANIFEST.MF</manifestFile>
+          </archive>
+        </configuration>
+      </plugin>
+    </plugins>
+  </build>
+</project>","@@ -0,0 +1,38 @@
+<?xml version=""1.0"" encoding=""UTF-8""?>
+
+<project xmlns=""http://maven.apache.org/POM/4.0.0""
+         xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
+         xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 http://maven.apache.org/maven-v4_0_0.xsd"">
+  <modelVersion>4.0.0</modelVersion>
+
+  <parent>
+    <groupId>com.jakewharton.timber</groupId>
+    <artifactId>timber-parent</artifactId>
+    <version>2.1.1-SNAPSHOT</version>
+  </parent>
+
+  <artifactId>timber-lint</artifactId>
+  <name>Timber Lint</name>
+
+  <dependencies>
+    <dependency>
+      <groupId>com.android.tools.lint</groupId>
+      <artifactId>lint</artifactId>
+      <scope>provided</scope>
+    </dependency>
+  </dependencies>
+
+  <build>
+    <plugins>
+      <plugin>
+        <groupId>org.apache.maven.plugins</groupId>
+        <artifactId>maven-jar-plugin</artifactId>
+        <configuration>
+          <archive>
+            <manifestFile>src/main/resources/META-INF/MANIFEST.MF</manifestFile>
+          </archive>
+        </configuration>
+      </plugin>
+    </plugins>
+  </build>
+</project>",False,other
,timber-lint/src/main/java/timber/lint/CallToLogNotTimberDetector.java,4a29a72e2196fa89ee59cd28e3d6766acf0f1a26,4f86b24ddbe933036f569bd88c1c2bdaa40c9628,"Implement Lint check

Will scan Java files for instances where Log.x is used rather than Timber.x
and presents them as warnings.","@@ -0,0 +1,41 @@
+package timber.lint;
+
+import com.android.tools.lint.detector.api.Category;
+import com.android.tools.lint.detector.api.Detector;
+import com.android.tools.lint.detector.api.Implementation;
+import com.android.tools.lint.detector.api.Issue;
+import com.android.tools.lint.detector.api.JavaContext;
+import com.android.tools.lint.detector.api.Scope;
+import com.android.tools.lint.detector.api.Severity;
+
+import java.util.Arrays;
+import java.util.List;
+
+import lombok.ast.AstVisitor;
+import lombok.ast.MethodInvocation;
+
+public class CallToLogNotTimberDetector extends Detector implements Detector.JavaScanner {
+
+  @Override
+  public List<String> getApplicableMethodNames() {
+    return Arrays.asList(""d"", ""i"", ""w"", ""e"");
+  }
+
+  @Override
+  public void visitMethod(JavaContext context, AstVisitor visitor, MethodInvocation node) {
+    if (node.toString().startsWith(""Log."")) {
+      context.report(ISSUE, node, context.getLocation(node),
+          ""Using 'Log' instead of 'Timber'"", null);
+    }
+  }
+
+  public static final Issue ISSUE = Issue.create(
+      ""LogNotTimber"",
+      ""Logging call to Log instead of Timber"",
+      ""This check looks through all the logging calls for instances where the Android Log "" +
+          ""class was used instead of Timber."",
+      ""Since Timber is included in the project, it is likely that calls to Log should "" +
+          ""instead be going to Timber."",
+      Category.CORRECTNESS, 5, Severity.WARNING,
+      new Implementation(CallToLogNotTimberDetector.class, Scope.JAVA_FILE_SCOPE));
+}","@@ -0,0 +1,41 @@
+package timber.lint;
+
+import com.android.tools.lint.detector.api.Category;
+import com.android.tools.lint.detector.api.Detector;
+import com.android.tools.lint.detector.api.Implementation;
+import com.android.tools.lint.detector.api.Issue;
+import com.android.tools.lint.detector.api.JavaContext;
+import com.android.tools.lint.detector.api.Scope;
+import com.android.tools.lint.detector.api.Severity;
+
+import java.util.Arrays;
+import java.util.List;
+
+import lombok.ast.AstVisitor;
+import lombok.ast.MethodInvocation;
+
+public class CallToLogNotTimberDetector extends Detector implements Detector.JavaScanner {
+
+  @Override
+  public List<String> getApplicableMethodNames() {
+    return Arrays.asList(""d"", ""i"", ""w"", ""e"");
+  }
+
+  @Override
+  public void visitMethod(JavaContext context, AstVisitor visitor, MethodInvocation node) {
+    if (node.toString().startsWith(""Log."")) {
+      context.report(ISSUE, node, context.getLocation(node),
+          ""Using 'Log' instead of 'Timber'"", null);
+    }
+  }
+
+  public static final Issue ISSUE = Issue.create(
+      ""LogNotTimber"",
+      ""Logging call to Log instead of Timber"",
+      ""This check looks through all the logging calls for instances where the Android Log "" +
+          ""class was used instead of Timber."",
+      ""Since Timber is included in the project, it is likely that calls to Log should "" +
+          ""instead be going to Timber."",
+      Category.CORRECTNESS, 5, Severity.WARNING,
+      new Implementation(CallToLogNotTimberDetector.class, Scope.JAVA_FILE_SCOPE));
+}",False,source
,timber-lint/src/main/java/timber/lint/IssueRegistry.java,4a29a72e2196fa89ee59cd28e3d6766acf0f1a26,4f86b24ddbe933036f569bd88c1c2bdaa40c9628,"Implement Lint check

Will scan Java files for instances where Log.x is used rather than Timber.x
and presents them as warnings.","@@ -0,0 +1,14 @@
+package timber.lint;
+
+import com.android.tools.lint.detector.api.Issue;
+
+import java.util.Arrays;
+import java.util.List;
+
+public class IssueRegistry extends com.android.tools.lint.client.api.IssueRegistry {
+
+  @Override
+  public List<Issue> getIssues() {
+    return Arrays.asList(CallToLogNotTimberDetector.ISSUE);
+  }
+}","@@ -0,0 +1,14 @@
+package timber.lint;
+
+import com.android.tools.lint.detector.api.Issue;
+
+import java.util.Arrays;
+import java.util.List;
+
+public class IssueRegistry extends com.android.tools.lint.client.api.IssueRegistry {
+
+  @Override
+  public List<Issue> getIssues() {
+    return Arrays.asList(CallToLogNotTimberDetector.ISSUE);
+  }
+}",False,source
,timber-lint/src/main/resources/META-INF/MANIFEST.MF,4a29a72e2196fa89ee59cd28e3d6766acf0f1a26,4f86b24ddbe933036f569bd88c1c2bdaa40c9628,"Implement Lint check

Will scan Java files for instances where Log.x is used rather than Timber.x
and presents them as warnings.","@@ -0,0 +1,2 @@
+Manifest-Version: 1.0
+Lint-Registry: timber.lint.IssueRegistry","@@ -0,0 +1,2 @@
+Manifest-Version: 1.0
+Lint-Registry: timber.lint.IssueRegistry",False,source
README.md,README.md,0e4d18f620772a74945cec0a2ce8f746ea5b4e55,4f86b24ddbe933036f569bd88c1c2bdaa40c9628,Latest is 2.1.0.,"@@ -37,12 +37,12 @@ Download [the latest JAR][2] or grab via Maven:
 <dependency>
   <groupId>com.jakewharton.timber</groupId>
   <artifactId>timber</artifactId>
-  <version>(insert latest version)</version>
+  <version>2.1.0</version>
 </dependency>
 ```
 or Gradle:
 ```groovy
-compile 'com.jakewharton.timber:timber:2.0.+'
+compile 'com.jakewharton.timber:timber:2.1.+'
 ```","@@ -37,12 +37,12 @@ Download [the latest JAR][2] or grab via Maven:
 <dependency>
   <groupId>com.jakewharton.timber</groupId>
   <artifactId>timber</artifactId>
-  <version>(insert latest version)</version>
+  <version>2.1.0</version>
 </dependency>
 ```
 or Gradle:
 ```groovy
-compile 'com.jakewharton.timber:timber:2.0.+'
+compile 'com.jakewharton.timber:timber:2.1.+'
 ```",False,readme
,.travis.yml,989704e8fdb4337f4d81140538272ee27e3e277a,0e4d18f620772a74945cec0a2ce8f746ea5b4e55,Add Travis CI build.,"@@ -0,0 +1,13 @@
+language: java
+
+jdk: oraclejdk7
+
+before_install:
+  - export TERM=dumb
+  - sudo apt-get install -qq libstdc++6:i386 lib32z1
+  - export COMPONENTS=build-tools-19.0.1,android-16,extra-android-m2repository
+  - curl -L https://raw.github.com/embarkmobile/android-sdk-installer/version-1/android-sdk-installer | bash /dev/stdin --install=$COMPONENTS
+  - source ~/.android-sdk-installer/env
+
+notifications:
+  email: false","@@ -0,0 +1,13 @@
+language: java
+
+jdk: oraclejdk7
+
+before_install:
+  - export TERM=dumb
+  - sudo apt-get install -qq libstdc++6:i386 lib32z1
+  - export COMPONENTS=build-tools-19.0.1,android-16,extra-android-m2repository
+  - curl -L https://raw.github.com/embarkmobile/android-sdk-installer/version-1/android-sdk-installer | bash /dev/stdin --install=$COMPONENTS
+  - source ~/.android-sdk-installer/env
+
+notifications:
+  email: false",False,other
pom.xml,pom.xml,989704e8fdb4337f4d81140538272ee27e3e277a,0e4d18f620772a74945cec0a2ce8f746ea5b4e55,Add Travis CI build.,"@@ -132,7 +132,7 @@
         <plugin>
           <groupId>com.jayway.maven.plugins.android.generation2</groupId>
           <artifactId>android-maven-plugin</artifactId>
-          <version>3.6.0</version>
+          <version>3.8.2</version>
           <configuration>
             <sdk>
               <platform>${android.platform}</platform>","@@ -132,7 +132,7 @@
         <plugin>
           <groupId>com.jayway.maven.plugins.android.generation2</groupId>
           <artifactId>android-maven-plugin</artifactId>
-          <version>3.6.0</version>
+          <version>3.8.2</version>
           <configuration>
             <sdk>
               <platform>${android.platform}</platform>",False,other
timber-lint/src/main/java/timber/lint/CallToLogNotTimberDetector.java,timber-lint/src/main/java/timber/lint/CallToLogNotTimberDetector.java,8076866b42eb120f26b54ff4907fae4ad48d0a13,308cdd6da5ed5d383d263f2eca500850bf59f1d2,Formatting stuffs. Getting build to pass checkstyle.,"@@ -14,28 +14,24 @@ import java.util.List;
 import lombok.ast.AstVisitor;
 import lombok.ast.MethodInvocation;
 
-public class CallToLogNotTimberDetector extends Detector implements Detector.JavaScanner {
-
-  @Override
-  public List<String> getApplicableMethodNames() {
+final class CallToLogNotTimberDetector extends Detector implements Detector.JavaScanner {
+  @Override public List<String> getApplicableMethodNames() {
     return Arrays.asList(""d"", ""i"", ""w"", ""e"");
   }
 
   @Override
   public void visitMethod(JavaContext context, AstVisitor visitor, MethodInvocation node) {
     if (node.toString().startsWith(""Log."")) {
-      context.report(ISSUE, node, context.getLocation(node),
-          ""Using 'Log' instead of 'Timber'"", null);
+      context.report(ISSUE, node, context.getLocation(node), ""Using 'Log' instead of 'Timber'"",
+          null);
     }
   }
 
-  public static final Issue ISSUE = Issue.create(
-      ""LogNotTimber"",
-      ""Logging call to Log instead of Timber"",
-      ""This check looks through all the logging calls for instances where the Android Log "" +
-          ""class was used instead of Timber."",
-      ""Since Timber is included in the project, it is likely that calls to Log should "" +
-          ""instead be going to Timber."",
-      Category.CORRECTNESS, 5, Severity.WARNING,
-      new Implementation(CallToLogNotTimberDetector.class, Scope.JAVA_FILE_SCOPE));
+  public static final Issue ISSUE =
+      Issue.create(""LogNotTimber"", ""Logging call to Log instead of Timber"",
+          ""This check looks through all the logging calls for instances where the Android Log ""
+              + ""class was used instead of Timber."",
+          ""Since Timber is included in the project, it is likely that calls to Log should ""
+              + ""instead be going to Timber."", Category.CORRECTNESS, 5, Severity.WARNING,
+          new Implementation(CallToLogNotTimberDetector.class, Scope.JAVA_FILE_SCOPE));
 }","@@ -14,28 +14,24 @@ import java.util.List;
 import lombok.ast.AstVisitor;
 import lombok.ast.MethodInvocation;
 
-public class CallToLogNotTimberDetector extends Detector implements Detector.JavaScanner {
-
-  @Override
-  public List<String> getApplicableMethodNames() {
+final class CallToLogNotTimberDetector extends Detector implements Detector.JavaScanner {
+  @Override public List<String> getApplicableMethodNames() {
     return Arrays.asList(""d"", ""i"", ""w"", ""e"");
   }
 
   @Override
   public void visitMethod(JavaContext context, AstVisitor visitor, MethodInvocation node) {
     if (node.toString().startsWith(""Log."")) {
-      context.report(ISSUE, node, context.getLocation(node),
-          ""Using 'Log' instead of 'Timber'"", null);
+      context.report(ISSUE, node, context.getLocation(node), ""Using 'Log' instead of 'Timber'"",
+          null);
     }
   }
 
-  public static final Issue ISSUE = Issue.create(
-      ""LogNotTimber"",
-      ""Logging call to Log instead of Timber"",
-      ""This check looks through all the logging calls for instances where the Android Log "" +
-          ""class was used instead of Timber."",
-      ""Since Timber is included in the project, it is likely that calls to Log should "" +
-          ""instead be going to Timber."",
-      Category.CORRECTNESS, 5, Severity.WARNING,
-      new Implementation(CallToLogNotTimberDetector.class, Scope.JAVA_FILE_SCOPE));
+  public static final Issue ISSUE =
+      Issue.create(""LogNotTimber"", ""Logging call to Log instead of Timber"",
+          ""This check looks through all the logging calls for instances where the Android Log ""
+              + ""class was used instead of Timber."",
+          ""Since Timber is included in the project, it is likely that calls to Log should ""
+              + ""instead be going to Timber."", Category.CORRECTNESS, 5, Severity.WARNING,
+          new Implementation(CallToLogNotTimberDetector.class, Scope.JAVA_FILE_SCOPE));
 }",False,source
timber-lint/src/main/java/timber/lint/IssueRegistry.java,timber-lint/src/main/java/timber/lint/IssueRegistry.java,8076866b42eb120f26b54ff4907fae4ad48d0a13,308cdd6da5ed5d383d263f2eca500850bf59f1d2,Formatting stuffs. Getting build to pass checkstyle.,"@@ -5,10 +5,8 @@ import com.android.tools.lint.detector.api.Issue;
 import java.util.Arrays;
 import java.util.List;
 
-public class IssueRegistry extends com.android.tools.lint.client.api.IssueRegistry {
-
-  @Override
-  public List<Issue> getIssues() {
+public final class IssueRegistry extends com.android.tools.lint.client.api.IssueRegistry {
+  @Override public List<Issue> getIssues() {
     return Arrays.asList(CallToLogNotTimberDetector.ISSUE);
   }
 }","@@ -5,10 +5,8 @@ import com.android.tools.lint.detector.api.Issue;
 import java.util.Arrays;
 import java.util.List;
 
-public class IssueRegistry extends com.android.tools.lint.client.api.IssueRegistry {
-
-  @Override
-  public List<Issue> getIssues() {
+public final class IssueRegistry extends com.android.tools.lint.client.api.IssueRegistry {
+  @Override public List<Issue> getIssues() {
     return Arrays.asList(CallToLogNotTimberDetector.ISSUE);
   }
 }",False,source
timber/src/main/java/timber/log/Timber.java,timber/src/main/java/timber/log/Timber.java,6d3312f62bd10bbfdd27a935c5f476b0e2b3b560,8076866b42eb120f26b54ff4907fae4ad48d0a13,"Added v() methods

The v() methods were missing from the Tree interface, but in some cases they
can be quite useful.","@@ -9,6 +9,16 @@ import java.util.regex.Pattern;
 
 /** Logging for lazy people. */
 public final class Timber {
+  /** Log a verbose message with optional format args. */
+  public static void v(String message, Object... args) {
+    TREE_OF_SOULS.v(message, args);
+  }
+
+  /** Log a verbose exception and a message with optional format args. */
+  public static void v(Throwable t, String message, Object... args) {
+    TREE_OF_SOULS.v(t, message, args);
+  }
+
   /** Log a debug message with optional format args. */
   public static void d(String message, Object... args) {
     TREE_OF_SOULS.d(message, args);
@@ -70,6 +80,18 @@ public final class Timber {
 
   /** A {@link Tree} that delegates to all planted trees in the {@link #FOREST forest}. */
   private static final Tree TREE_OF_SOULS = new Tree() {
+    @Override public void v(String message, Object... args) {
+      for (Tree tree : FOREST) {
+        tree.v(message, args);
+      }
+    }
+
+    @Override public void v(Throwable t, String message, Object... args) {
+      for (Tree tree : FOREST) {
+        tree.v(t, message, args);
+      }
+    }
+
     @Override public void d(String message, Object... args) {
       for (Tree tree : FOREST) {
         tree.d(message, args);
@@ -124,6 +146,12 @@ public final class Timber {
 
   /** A facade for handling logging calls. Install instances via {@link #plant}. */
   public interface Tree {
+    /** Log a verbose message with optional format args. */
+    void v(String message, Object... args);
+
+    /** Log a verbose exception and a message with optional format args. */
+    void v(Throwable t, String message, Object... args);
+
     /** Log a debug message with optional format args. */
     void d(String message, Object... args);
 
@@ -175,6 +203,14 @@ public final class Timber {
       return tag.substring(tag.lastIndexOf('.') + 1);
     }
 
+    @Override public void v(String message, Object... args) {
+      Log.v(createTag(), String.format(message, args));
+    }
+
+    @Override public void v(Throwable t, String message, Object... args) {
+      Log.v(createTag(), String.format(message, args), t);
+    }
+
     @Override public void d(String message, Object... args) {
       Log.d(createTag(), String.format(message, args));
     }
@@ -214,6 +250,12 @@ public final class Timber {
 
   /** A {@link Tree} which does nothing. Useful for extending. */
   public static class HollowTree implements Tree {
+    @Override public void v(String message, Object... args) {
+    }
+
+    @Override public void v(Throwable t, String message, Object... args) {
+    }
+
     @Override public void d(String message, Object... args) {
     }","@@ -9,6 +9,16 @@ import java.util.regex.Pattern;
 
 /** Logging for lazy people. */
 public final class Timber {
+  /** Log a verbose message with optional format args. */
+  public static void v(String message, Object... args) {
+    TREE_OF_SOULS.v(message, args);
+  }
+
+  /** Log a verbose exception and a message with optional format args. */
+  public static void v(Throwable t, String message, Object... args) {
+    TREE_OF_SOULS.v(t, message, args);
+  }
+
   /** Log a debug message with optional format args. */
   public static void d(String message, Object... args) {
     TREE_OF_SOULS.d(message, args);
@@ -70,6 +80,18 @@ public final class Timber {
 
   /** A {@link Tree} that delegates to all planted trees in the {@link #FOREST forest}. */
   private static final Tree TREE_OF_SOULS = new Tree() {
+    @Override public void v(String message, Object... args) {
+      for (Tree tree : FOREST) {
+        tree.v(message, args);
+      }
+    }
+
+    @Override public void v(Throwable t, String message, Object... args) {
+      for (Tree tree : FOREST) {
+        tree.v(t, message, args);
+      }
+    }
+
     @Override public void d(String message, Object... args) {
       for (Tree tree : FOREST) {
         tree.d(message, args);
@@ -124,6 +146,12 @@ public final class Timber {
 
   /** A facade for handling logging calls. Install instances via {@link #plant}. */
   public interface Tree {
+    /** Log a verbose message with optional format args. */
+    void v(String message, Object... args);
+
+    /** Log a verbose exception and a message with optional format args. */
+    void v(Throwable t, String message, Object... args);
+
     /** Log a debug message with optional format args. */
     void d(String message, Object... args);
 
@@ -175,6 +203,14 @@ public final class Timber {
       return tag.substring(tag.lastIndexOf('.') + 1);
     }
 
+    @Override public void v(String message, Object... args) {
+      Log.v(createTag(), String.format(message, args));
+    }
+
+    @Override public void v(Throwable t, String message, Object... args) {
+      Log.v(createTag(), String.format(message, args), t);
+    }
+
     @Override public void d(String message, Object... args) {
       Log.d(createTag(), String.format(message, args));
     }
@@ -214,6 +250,12 @@ public final class Timber {
 
   /** A {@link Tree} which does nothing. Useful for extending. */
   public static class HollowTree implements Tree {
+    @Override public void v(String message, Object... args) {
+    }
+
+    @Override public void v(Throwable t, String message, Object... args) {
+    }
+
     @Override public void d(String message, Object... args) {
     }",False,source
